Price,Close,High,Low,Open,Volume
Ticker,SPTL,SPTL,SPTL,SPTL,SPTL
Date,,,,,
2023-04-03,28.852170944213867,28.98268099987303,28.619116257356133,28.675048884343465,3999500
2023-04-04,29.019969940185547,29.169126581326278,28.64708278249928,28.64708278249928,7128600
2023-04-05,29.318279266357422,29.346244689814963,29.11319001131631,29.19708983782111,6676700
2023-04-06,29.364887237548828,29.458109457408206,29.3275976383787,29.3275976383787,1550100
2023-04-10,28.94539451599121,29.169128604184998,28.880139481129003,29.150483800491127,2119200
2023-04-11,28.973360061645508,29.010649666896928,28.870815425270344,29.010649666896928,1628600
2023-04-12,28.94539451599121,29.047939158241167,28.693696778389306,29.01997195270036,3074800
2023-04-13,28.77759552001953,29.094548280402247,28.712338709578393,29.01065022311048,7003800
2023-04-14,28.488597869873047,28.628430294206222,28.432665255752923,28.5724976800861,4320100
2023-04-17,28.18097686767578,28.367421358554434,28.162332062974627,28.339454151502704,5446200
2023-04-18,28.274192810058594,28.37673743498862,28.171648185128564,28.171648185128564,3480000
2023-04-19,28.246225357055664,28.283514957812216,28.087748109972363,28.19029273398686,2892600
2023-04-20,28.46063804626465,28.54453787296963,28.40470364308393,28.432670844674288,2264300
2023-04-21,28.320802688598633,28.581824558849384,28.283514866029112,28.544536736279863,2115200
2023-04-24,28.56317901611328,28.591146215863013,28.43266897341315,28.46995857307946,1890300
2023-04-25,28.973360061645508,29.010649666896928,28.814882795459454,28.82420519677231,2658100
2023-04-26,28.70301628112793,29.03861382338936,28.66572667750657,28.945391592402117,4743100
2023-04-27,28.441993713378906,28.563181366133104,28.386061087343595,28.54453834283208,2506800
2023-04-28,28.842845916748047,28.917423338628353,28.70301347298072,28.786911516788322,3333600
2023-05-01,28.109277725219727,28.651278356117704,28.01582897181248,28.623243195379512,6794000
2023-05-02,28.744728088378906,28.744728088378906,28.286831141715865,28.32420957491959,4701800
2023-05-03,28.903587341308594,28.978345982088467,28.660621313177362,28.82882870052872,4687800
2023-05-04,28.67931365966797,28.969003192524934,28.63258839153831,28.64193344516424,6736900
2023-05-05,28.548486709594727,28.557831763881328,28.361590971023244,28.427004568642605,2559200
2023-05-08,28.212074279785156,28.305523042293395,28.16534900733759,28.212074279785156,3957100
2023-05-09,28.118619918823242,28.249447090854783,28.09058476093654,28.22141371535462,5449100
2023-05-10,28.380279541015625,28.41765797374878,28.277485731822615,28.277485731822615,5342200
2023-05-11,28.641935348510742,28.76341927133411,28.567176696922072,28.698003891605534,4653700
2023-05-12,28.417661666870117,28.67931785955374,28.417661666870117,28.63259258458149,3411000
2023-05-15,28.156005859375,28.212076190108768,28.137317531517425,28.184041024741884,2387200
2023-05-16,28.05320930480957,28.071899412047433,27.875656850823333,27.959760551006987,3695100
2023-05-17,27.997140884399414,28.14665997006952,27.931727287011345,28.127969861562402,4756400
2023-05-18,27.772859573364258,27.88499842039369,27.75417125084811,27.866308315491032,8561600
2023-05-19,27.57662010192871,27.772860865376334,27.529894837498382,27.60465526058691,5606200
2023-05-22,27.492521286010742,27.72614230245122,27.473831176922644,27.614003430309552,7564400
2023-05-23,27.55792999267578,27.613998527598508,27.38037755263613,27.3990676584059,7613500
2023-05-24,27.436447143554688,27.642032954419445,27.436447143554688,27.6233428491445,4974800
2023-05-25,27.33365821838379,27.49252057676047,27.2682446206499,27.45514035954861,6977900
2023-05-26,27.492521286010742,27.511211395098837,27.24021016048217,27.28693543320241,3772300
2023-05-30,27.80089569091797,27.828930849240244,27.576619771499473,27.623343252983364,2672600
2023-05-31,28.015832901000977,28.071903230341157,27.754178493628014,27.772866821021104,4108400
2023-06-01,28.126386642456055,28.266924523957396,28.023324695404884,28.182601437649367,3434700
2023-06-02,27.8734130859375,28.12638230585814,27.85467422808356,28.1076434480042,2152200
2023-06-05,27.835939407348633,27.976479074600164,27.65792559302594,27.704770957419047,2363500
2023-06-06,27.96710777282715,27.976477202486013,27.714138533145768,27.835937544639034,2817100
2023-06-07,27.573604583740234,27.957742319204243,27.545496290766195,27.901527520292404,3295100
2023-06-08,27.8734130859375,27.892151943791436,27.554859650563916,27.564229079490886,3846500
2023-06-09,27.845312118530273,27.920265782612383,27.686035358976252,27.751621378704872,3295600
2023-06-12,27.89215850830078,27.920265014660803,27.629819797710912,27.920265014660803,3622600
2023-06-13,27.629819869995117,27.92963451886147,27.573605070091745,27.882789150114704,3646100
2023-06-14,27.807832717895508,27.892155802869087,27.686031912028746,27.732879063145226,3866300
2023-06-15,28.060802459716797,28.220079202204364,27.957740512508334,28.070170103066545,6369000
2023-06-16,27.96710777282715,28.013953134085483,27.81720047235729,27.92963005419169,3111900
2023-06-20,28.15449333190918,28.229446988339145,28.088909105912478,28.088909105912478,4396100
2023-06-21,28.210712432861328,28.229449508364368,27.89215891783787,28.01395795027094,5012300
2023-06-22,27.89215850830078,28.11701949436227,27.8640502149045,28.004588107813394,4113600
2023-06-23,28.145126342773438,28.304401302733005,28.060803253950038,28.295033659118115,4555700
2023-06-26,28.17323112487793,28.266923638623034,28.117016331445292,28.210708845190396,5070600
2023-06-27,28.088909149169922,28.304400688358417,28.004586062176834,28.220079388401462,4735400
2023-06-28,28.210712432861328,28.276296664712696,28.023327381540604,28.163865276513,5506400
2023-06-29,27.742250442504883,27.88278833165617,27.66729678248845,27.845310608129843,8931800
2023-06-30,28.01395606994629,28.060803223150188,27.760986803753745,27.807833956957644,8804100
2023-07-03,27.869304656982422,28.17927662822934,27.869304656982422,28.05716721780668,2245900
2023-07-05,27.606298446655273,27.859912375629452,27.531153777876654,27.822340937035253,5467900
2023-07-06,27.24935531616211,27.409037923751214,27.183603970376563,27.352679883305004,6396200
2023-07-07,27.108463287353516,27.230572691459493,27.07089006049625,27.11785659406783,4583600
2023-07-10,27.15542984008789,27.249361121904425,27.06149855827136,27.07089186561203,3498000
2023-07-11,27.277538299560547,27.36207447394112,27.183607027194345,27.258751686769305,3603700
2023-07-12,27.58751106262207,27.681440546184625,27.33389715718703,27.418435125665376,5494900
2023-07-13,27.869304656982422,27.906876094193176,27.66265727334786,27.728408632159304,6664500
2023-07-14,27.747196197509766,27.897485534683817,27.7190162749433,27.841125689550882,3137800
2023-07-17,27.747196197509766,27.78476763600817,27.643871606356274,27.728409582465456,3327100
2023-07-18,27.850513458251953,27.953838028856584,27.822335332879682,27.878693375214088,3853400
2023-07-19,28.14170265197754,28.160489265879022,27.85991060981578,27.92566196688085,5415200
2023-07-20,27.803550720214844,27.97262665096186,27.709619448512058,27.944446731974026,5024000
2023-07-21,27.822338104248047,27.982020733092988,27.80355149106863,27.93505420014445,8831700
2023-07-24,27.728404998779297,27.935052355335905,27.709618386840535,27.888087617078924,3519000
2023-07-25,27.681438446044922,27.765976408109527,27.578115663647008,27.58750896960862,3121000
2023-07-26,27.719009399414062,27.812940659746328,27.634471444274,27.812940659746328,4435400
2023-07-27,27.202394485473633,27.625084356303304,27.09907168828541,27.568726304056074,11859300
2023-07-28,27.343290328979492,27.352683635607423,27.174214392856836,27.239965747662303,2598700
2023-07-31,27.399646759033203,27.465398109955633,27.29632218381799,27.29632218381799,5189300
2023-08-01,26.97486686706543,27.172658379532376,26.918355776269955,27.144401935907045,4871200
2023-08-02,26.758243560791016,26.767662376754444,26.56987083443335,26.720570093392755,6255100
2023-08-03,26.183706283569336,26.296730269702415,26.098938743083355,26.259055008839617,9319000
2023-08-04,26.635799407958984,26.673472870918573,26.259053999631632,26.259053999631632,5649600
2023-08-07,26.409753799438477,26.551032432321847,26.37207853922676,26.52277598716306,3925600
2023-08-08,26.682891845703125,26.861845736085698,26.626380752697404,26.72998412379868,4871500
2023-08-09,26.805334091186523,26.852428167923897,26.73940418020954,26.73940418020954,4352700
2023-08-10,26.428586959838867,26.86184342617333,26.409751128093536,26.786494709826698,7793500
2023-08-11,26.32498550415039,26.47568294775744,26.3061478745857,26.32498550415039,3203700
2023-08-14,26.296728134155273,26.475682015810158,26.211960600553233,26.306146948606074,2900000
2023-08-15,26.14603042602539,26.30614667712627,26.136611611671793,26.202541515691834,5893200
2023-08-16,25.957660675048828,26.193125671221328,25.91998720981801,26.06126584823044,5989800
2023-08-17,25.835220336914062,25.89173143445226,25.731615161047863,25.88231261878666,7226100
2023-08-18,25.938825607299805,26.04242898708813,25.825801615356152,25.844639246755996,4916500
2023-08-21,25.599750518798828,25.67509923349358,25.533820617997804,25.6468427918124,7071300
2023-08-22,25.7692928314209,25.797547484602223,25.580920093419408,25.63743119623763,4913100
2023-08-23,26.353240966796875,26.362659781870416,26.05184607026465,26.070683700411735,5547100
2023-08-24,26.211957931518555,26.36265535447626,26.193120304535096,26.249633185485475,4532100
2023-08-25,26.25905418395996,26.343821721783126,26.08952090476889,26.136613182912754,4471100
2023-08-28,26.296728134155273,26.381495667757317,26.19312297165163,26.381495667757317,4134600
2023-08-29,26.560449600219727,26.616960690577464,26.211960650694135,26.211960650694135,6462600
2023-08-30,26.541616439819336,26.598127539691266,26.475686523892843,26.541616439819336,2559700
2023-08-31,26.645214080810547,26.758236248575244,26.598120013862786,26.626376454031444,5433000
2023-09-01,26.26833152770996,26.523364309923977,26.21165817664463,26.504472592364415,3991800
2023-09-05,25.94718360900879,26.126651350771926,25.928293690097114,26.117205490509274,4595300
2023-09-06,25.975521087646484,26.079423748513427,25.918847727907067,26.079423748513427,5183900
2023-09-07,26.051088333129883,26.0605341941405,25.966077385648077,26.041642472119264,3830600
2023-09-08,26.136093139648438,26.28722327708111,26.08886564730573,26.154984857230858,5070600
2023-09-11,25.984970092773438,26.051089320740616,25.93774078592985,25.97552423140472,4019300
2023-09-12,26.098312377929688,26.098312377929688,25.947182225015617,26.022747301472652,2358600
2023-09-13,26.107759475708008,26.19277041595505,26.003858616661105,26.032194395667705,3758800
2023-09-14,25.95663070678711,26.117206735680615,25.909403204835847,26.051087512303354,4300400
2023-09-15,25.814943313598633,25.918845967408146,25.79605159443081,25.918845967408146,3932500
2023-09-18,25.90940284729004,25.93773862742428,25.76771854177775,25.76771854177775,2507600
2023-09-19,25.777164459228516,25.909402904449898,25.748826877418065,25.82439196063224,3213800
2023-09-20,25.824390411376953,25.956628848665094,25.805498691303335,25.881063769984216,4337200
2023-09-21,25.22931671142578,25.380448687599802,25.219872651927837,25.361556965376327,7421600
2023-09-22,25.418228149414062,25.456011590618996,25.21042462762784,25.248206267219135,6090900
2023-09-25,24.860933303833008,25.05929275337489,24.832597526479535,24.96483595843178,4929900
2023-09-26,24.766483306884766,24.96484281087309,24.728701659505187,24.917613499631106,4494800
2023-09-27,24.64368438720703,24.964836414917812,24.53978173070838,24.93649883543267,8512300
2023-09-28,24.681468963623047,24.709806546482227,24.29419767261642,24.42643792434549,14183500
2023-09-29,24.700359344482422,24.917608729766467,24.56812090154668,24.87038122917904,9435300
2023-10-02,24.329917907714844,24.566774582350586,24.25412384411433,24.519402163179624,6285500
2023-10-03,23.865676879882812,24.254121646523814,23.80882998202838,24.159378623839284,8113800
2023-10-04,24.149906158447266,24.159380642214543,23.922523969251657,24.026741483618686,6385600
2023-10-05,24.05516242980957,24.14043097416771,23.998317335928462,24.112009330763634,5473500
2023-10-06,23.780412673950195,23.998320400885426,23.581452109346543,23.61935004815607,4807500
2023-10-09,24.282546997070312,24.282546997070312,23.846731556061044,23.979370723833757,3120900
2023-10-10,24.263599395751953,24.386764076870694,23.96042312800757,24.055164356372867,9141400
2023-10-11,24.72783660888672,24.72783660888672,24.500454423459868,24.55729951804834,9344200
2023-10-12,24.112009048461914,24.64256746831074,24.074111114936247,24.60466953478507,7088000
2023-10-13,24.500455856323242,24.55730095423619,24.386763853424267,24.509930340487582,6935200
2023-10-16,24.140432357788086,24.187804777964974,24.064638292578117,24.130957873752706,8415200
2023-10-17,23.875152587890625,23.969893808363466,23.676192049337182,23.770935076882967,7906900
2023-10-18,23.66672134399414,23.74251541671583,23.505658713576402,23.64777237404541,7069200
2023-10-19,23.25932502746582,23.685667770157877,23.240377866625206,23.553028608908367,9513300
2023-10-20,23.373018264770508,23.458286817821314,23.26880074280327,23.325647649552565,8069100
2023-10-23,23.66672134399414,23.818309489437517,23.183533452740917,23.26880201043697,7798200
2023-10-24,23.89410400390625,23.913052974205304,23.600402192563994,23.70461972213552,6794500
2023-10-25,23.42986297607422,23.60040007934902,23.354068908737986,23.581451110746684,7361900
2023-10-26,23.751991271972656,23.789889214056497,23.42986599255336,23.45828944911624,5316200
2023-10-27,23.695138931274414,23.7140878965308,23.524601858112515,23.61934487732166,4535200
2023-10-30,23.590927124023438,23.69514465101772,23.391968362023324,23.534082021605297,5318200
2023-10-31,23.496179580688477,23.780408652474755,23.477232421561027,23.67619114544583,4579400
2023-11-01,23.956295013427734,23.975306567359436,23.680606629451397,23.690113313024494,7765300
2023-11-02,24.45063018798828,24.545695211753834,24.260501953671692,24.384085215316748,5215900
2023-11-03,24.64076042175293,25.002005338934882,24.621747054213213,24.92595368199055,5628500
2023-11-06,24.422109603881836,24.526679488084874,24.365069507173626,24.49816125294511,4247900
2023-11-07,24.745336532592773,24.859413131698037,24.63125812027266,24.63125812027266,4705700
2023-11-08,25.116079330444336,25.135092694652776,24.840390989064588,24.840390989064588,4099300
2023-11-09,24.59322738647461,24.97348564909126,24.403097348559076,24.963978965874038,6960600
2023-11-10,24.697795867919922,24.821380929486295,24.650264267757052,24.783354198784544,5260700
2023-11-13,24.669281005859375,24.697799244570344,24.4316193461236,24.507671004710463,3081300
2023-11-14,25.192134857177734,25.27769319608946,25.0590449136326,25.24917314538072,4072000
2023-11-15,24.859407424926758,25.011510730959895,24.792862455189066,24.99249917761658,5355800
2023-11-16,25.13509750366211,25.2396674003871,25.049539161568767,25.059045845491866,4303100
2023-11-17,25.239665985107422,25.34423768918325,25.144602777636074,25.2681860352775,2764600
2023-11-20,25.372756958007812,25.401275194085226,25.135095320219243,25.135095320219243,4283600
2023-11-21,25.353742599487305,25.439300930799654,25.211145985038165,25.372755964937678,5398600
2023-11-22,25.43930435180664,25.553380933420925,25.315719272974167,25.51535601062102,3196000
2023-11-24,25.163612365722656,25.27769074427808,25.163612365722656,25.239664013688166,1119800
2023-11-27,25.543874740600586,25.543874740600586,25.268186358407693,25.287199725430888,3360900
2023-11-28,25.60091209411621,25.619925460445486,25.420288740416904,25.44880878991082,5349200
2023-11-29,25.89561653137207,25.914629901014205,25.6769682201317,25.76252657030658,4426600
2023-11-30,25.62942886352539,25.772027289619103,25.524858981128126,25.72449387651643,10315000
2023-12-01,26.060434341430664,26.09857708697064,25.593196621043237,25.631337547837,6087600
2023-12-04,25.99369239807129,26.031833333731434,25.85066070653913,25.93648008520775,4199900
2023-12-05,26.479997634887695,26.499069009232258,26.222539537475175,26.25114659899202,6546300
2023-12-06,26.804203033447266,26.861415336261153,26.556280629591996,26.613492932405883,3796000
2023-12-07,26.67070770263672,26.851882133512593,26.603959706721,26.63256677014766,3651600
2023-12-08,26.45138931274414,26.499067746333278,26.298821962751447,26.432317939308483,4293700
2023-12-11,26.39417839050293,26.43231932062115,26.184396909240412,26.32743039873626,6854500
2023-12-12,26.489532470703125,26.546744773151683,26.308358057745327,26.36557036019389,8414100
2023-12-13,27.06165885925293,27.11887297986971,26.59442112002695,26.632563867104803,5709200
2023-12-14,27.710071563720703,27.71960725068085,27.328653179046434,27.366795926887022,8666700
2023-12-15,27.748214721679688,27.79589133843876,27.60518305265612,27.633788295213026,3777300
2023-12-18,27.54931640625,27.56844167349801,27.453691893895808,27.54931640625,3277900
2023-12-19,27.664064407348633,27.769251546564423,27.61625124230248,27.673627040357864,2544100
2023-12-20,27.87443733215332,27.903125231664998,27.606690898920824,27.731001482366512,3483800
2023-12-21,27.7214412689209,27.9605016473944,27.673629922780577,27.92225293525933,3715200
2023-12-22,27.635377883911133,27.845752172814386,27.549316006429958,27.836189539329162,3040400
2023-12-26,27.683189392089844,27.731000732764453,27.62581359461743,27.62581359461743,3582900
2023-12-27,28.151748657226562,28.16131129054481,27.89356302929134,27.96049963863325,2680700
2023-12-28,27.970060348510742,28.170870162727226,27.90312374377191,28.046559585910213,3364900
2023-12-29,27.7501277923584,27.9700628918954,27.711877258237607,27.79793913612354,6755400
